ID,FECHA_UTC,HORA_UTC,LATITUD,LONGITUD,PROFUNDIDAD,MAGNITUD,FECHA_CORTE,ANIO,MES,DECADA,CLUSTER
1640,1974-10-05,33449,-12.535,-76.595,44,4.7,20223006,1974,10,1970,1
1641,1974-10-05,82956,-12.386,-77.61,79,5.1,20223006,1974,10,1970,0
1642,1974-10-05,175800,-13.873,-76.843,33,5.1,20223006,1974,10,1970,1
1643,1974-10-05,200849,-11.925,-77.354,33,4.9,20223006,1974,10,1970,1
1644,1974-10-06,35026,-12.546,-77.864,19,4.8,20223006,1974,10,1970,1
1645,1974-10-06,183243,-15.236,-74.865,67,5.3,20223006,1974,10,1970,3
1646,1974-10-07,45753,-12.218,-77.922,28,5.3,20223006,1974,10,1970,2
1647,1974-10-07,114032,-13.696,-76.947,78,4.9,20223006,1974,10,1970,1
1648,1974-10-07,161140,-12.349,-77.478,0,5.1,20223006,1974,10,1970,2
1649,1974-10-07,154256,-12.613,-76.827,50,4.6,20223006,1974,10,1970,1
1650,1974-10-07,220412,-12.624,-77.897,23,4.9,20223006,1974,10,1970,1
1651,1974-10-08,21449,-14.72,-71.678,130,4.9,20223006,1974,10,1970,3
1652,1974-10-08,52542,-12.495,-76.734,53,4.7,20223006,1974,10,1970,1
1653,1974-10-08,114415,-12.486,-76.741,54,4.6,20223006,1974,10,1970,1
1654,1974-10-08,153939,-4.338,-81.102,52,5.3,20223006,1974,10,1970,2
1655,1974-10-08,180534,-12.486,-76.749,58,4.6,20223006,1974,10,1970,1
1656,1974-10-09,21208,-13.003,-77.128,0,4.6,20223006,1974,10,1970,1
1657,1974-10-09,25904,-12.701,-76.969,56,4.9,20223006,1974,10,1970,1
1658,1974-10-09,103811,-12.472,-76.615,56,4.5,20223006,1974,10,1970,1
1659,1974-10-09,152230,-12.49,-76.667,57,4.5,20223006,1974,10,1970,1
1660,1974-10-09,174956,-12.592,-77.915,30,5.2,20223006,1974,10,1970,2
1661,1974-10-09,215439,-12.587,-76.797,30,5.3,20223006,1974,10,1970,1
1662,1974-10-10,63703,-12.462,-76.705,55,4.6,20223006,1974,10,1970,1
1663,1974-10-10,105112,-12.76,-77.291,21,4.5,20223006,1974,10,1970,1
1664,1974-10-10,195301,-12.504,-77.676,31,5.6,20223006,1974,10,1970,2
1665,1974-10-10,205748,-13.072,-77.523,25,5.2,20223006,1974,10,1970,1
1666,1974-10-10,205154,-12.301,-78.046,13,4.6,20223006,1974,10,1970,1
1667,1974-10-11,43624,-14.52,-74.304,100,5.6,20223006,1974,10,1970,3
1668,1974-10-11,165852,-12.4,-77.701,17,4.5,20223006,1974,10,1970,1
1669,1974-10-11,174756,-12.956,-77.241,15,4.6,20223006,1974,10,1970,1
1670,1974-10-11,175408,-16.166,-74.348,61,5.2,20223006,1974,10,1970,3
1671,1974-10-12,101,-13.365,-77.4,10,4.7,20223006,1974,10,1970,1
1672,1974-10-12,10759,-13.809,-77.68,33,4.7,20223006,1974,10,1970,1
1673,1974-10-13,75254,-12.474,-76.718,84,4.7,20223006,1974,10,1970,1
1674,1974-10-13,75340,-12.393,-76.493,43,4.7,20223006,1974,10,1970,1
1675,1974-10-13,80137,-12.472,-76.638,61,4.5,20223006,1974,10,1970,1
1676,1974-10-13,84048,-11.941,-77.194,70,4.7,20223006,1974,10,1970,1
1677,1974-10-13,173430,-12.471,-77.092,58,4.5,20223006,1974,10,1970,1
1678,1974-10-14,74517,-2.455,-76.373,147,5.4,20223006,1974,10,1970,0
1679,1974-10-14,133641,-12.716,-76.724,49,4.6,20223006,1974,10,1970,1
1680,1974-10-14,223617,-12.578,-76.771,55,4.7,20223006,1974,10,1970,1
1681,1974-10-15,20647,-12.686,-77.196,22,4.5,20223006,1974,10,1970,1
1682,1974-10-15,182953,-12.771,-77.123,0,4.8,20223006,1974,10,1970,1
1683,1974-10-16,102522,-12.538,-77.013,57,4.5,20223006,1974,10,1970,1
1684,1974-10-18,40940,-3.967,-77.495,128,4.8,20223006,1974,10,1970,0
1685,1974-10-23,164438,-12.068,-77.308,0,4.9,20223006,1974,10,1970,1
1686,1974-10-23,193117,-13.45,-77.309,10,4.5,20223006,1974,10,1970,1
1687,1974-10-24,22539,-12.532,-77.379,58,4.9,20223006,1974,10,1970,1
1688,1974-10-26,185325,-14.966,-73.312,106,5.6,20223006,1974,10,1970,3
1689,1974-10-27,162123,-17.002,-71.689,88,4.9,20223006,1974,10,1970,3
1690,1974-10-31,85820,-15.427,-71.024,29,5.4,20223006,1974,10,1970,3
1691,1974-10-31,143403,-15.391,-70.727,16,5.5,20223006,1974,10,1970,3
1692,1974-11-02,5738,-12.729,-78.004,27,5.3,20223006,1974,11,1970,2
1693,1974-11-05,232044,-16.888,-71.757,73,5.0,20223006,1974,11,1970,3
1694,1974-11-07,131740,-15.565,-70.579,170,5.7,20223006,1974,11,1970,3
1695,1974-11-08,448,-13.76,-76.928,0,4.9,20223006,1974,11,1970,1
1696,1974-11-09,125955,-12.52,-77.592,13,7.2,20223006,1974,11,1970,3
1697,1974-11-11,72322,-11.367,-79.096,33,5.1,20223006,1974,11,1970,2
1698,1974-11-11,114405,-8.435,-77.072,100,5.1,20223006,1974,11,1970,0
1699,1974-11-12,5358,-10.779,-79.164,58,5.3,20223006,1974,11,1970,2
1700,1974-11-14,191738,-12.876,-77.075,42,5.7,20223006,1974,11,1970,3
1701,1974-11-16,172108,-5.7,-81.267,32,4.7,20223006,1974,11,1970,2
1702,1974-11-17,233314,-16.359,-70.162,146,4.6,20223006,1974,11,1970,3
1703,1974-12-05,115733,-7.718,-74.407,160,6.2,20223006,1974,12,1970,0
1704,1974-12-05,170339,-11.805,-75.761,50,5.1,20223006,1974,12,1970,1
1705,1974-12-06,65249,-7.844,-74.555,153,4.9,20223006,1974,12,1970,0
1706,1974-12-08,114308,-17.018,-72.979,55,4.9,20223006,1974,12,1970,3
1707,1974-12-10,233129,-15.967,-74.843,55,5.3,20223006,1974,12,1970,3
1708,1974-12-17,134736,-14.125,-75.806,83,5.0,20223006,1974,12,1970,1
1709,1974-12-18,203128,-4.5,-77.7,0,4.5,20223006,1974,12,1970,2
1710,1974-12-23,81402,-3.2,-75.844,147,5.0,20223006,1974,12,1970,0
1711,1974-12-24,5405,-12.823,-77.781,48,5.1,20223006,1974,12,1970,2
1712,1974-12-25,192528,-2.593,-76.795,169,4.0,20223006,1974,12,1970,0
1713,1975-01-10,173739,-17.48,-71.965,72,4.5,20223006,1975,1,1970,3
1714,1975-01-17,123701,-17.278,-70.278,137,4.5,20223006,1975,1,1970,3
1715,1975-01-19,184103,-15.746,-72.623,119,4.9,20223006,1975,1,1970,3
1716,1975-01-21,142525,-9.942,-79.088,39,5.7,20223006,1975,1,1970,2
1717,1975-01-22,33426,-10.185,-79.56,36,4.8,20223006,1975,1,1970,2
1718,1975-01-22,150732,-7.743,-74.571,152,5.0,20223006,1975,1,1970,0
1719,1975-01-23,104437,-15.432,-70.89,196,4.7,20223006,1975,1,1970,3
1720,1975-01-23,110416,-15.466,-72.931,106,5.7,20223006,1975,1,1970,3
1721,1975-02-01,125052,-6.107,-79.233,96,5.1,20223006,1975,2,1970,2
1722,1975-02-10,192027,-15.491,-76.055,34,5.3,20223006,1975,2,1970,3
1723,1975-02-11,22657,-15.323,-76.162,33,4.9,20223006,1975,2,1970,1
1724,1975-02-11,120344,-9.846,-79.077,56,5.0,20223006,1975,2,1970,2
1725,1975-02-16,161340,-8.501,-82.048,10,5.5,20223006,1975,2,1970,2
1726,1975-02-21,201944,-14.756,-74.06,104,5.3,20223006,1975,2,1970,3
1727,1975-02-22,113936,-8.599,-75.428,118,4.9,20223006,1975,2,1970,0
1728,1975-03-01,145317,-8.59,-81.872,14,5.8,20223006,1975,3,1970,2
1729,1975-03-01,173757,-17.395,-72.123,69,4.5,20223006,1975,3,1970,3
1730,1975-03-01,174011,-10.509,-73.398,0,4.6,20223006,1975,3,1970,1
1731,1975-03-05,163913,-11.819,-77.741,58,4.9,20223006,1975,3,1970,2
1732,1975-03-12,23941,-15.391,-75.221,33,4.6,20223006,1975,3,1970,1
1733,1975-03-18,11055,-10.106,-75.269,36,5.8,20223006,1975,3,1970,3
1734,1975-03-18,172126,-4.347,-77.023,112,6.6,20223006,1975,3,1970,0
1735,1975-03-20,35648,-8.732,-82.23,0,5.0,20223006,1975,3,1970,2
1736,1975-03-27,213714,-13.361,-69.283,0,4.5,20223006,1975,3,1970,1
1737,1975-03-31,103311,-9.846,-80.028,18,5.3,20223006,1975,3,1970,2
1738,1975-03-31,115228,-10.094,-80.015,35,4.9,20223006,1975,3,1970,2
1739,1975-04-10,52058,-15.321,-71.058,201,4.8,20223006,1975,4,1970,3
1740,1975-04-12,153312,-14.864,-72.649,98,6.1,20223006,1975,4,1970,3
1741,1975-04-18,123411,-14.452,-76.864,28,5.6,20223006,1975,4,1970,3
1742,1975-04-19,131340,-14.89,-72.902,99,5.1,20223006,1975,4,1970,3
1743,1975-04-25,93607,-5.849,-81.153,22,5.4,20223006,1975,4,1970,2
1744,1975-04-27,184953,-9.758,-79.551,75,5.0,20223006,1975,4,1970,2
1745,1975-05-06,94947,-5.36,-81.14,78,4.9,20223006,1975,5,1970,2
1746,1975-05-07,23117,-14.955,-71.91,144,4.9,20223006,1975,5,1970,3
1747,1975-05-10,73101,-12.304,-73.091,0,4.6,20223006,1975,5,1970,1
1748,1975-05-18,51056,-9.439,-79.103,59,5.5,20223006,1975,5,1970,2
1749,1975-05-18,111544,-6.596,-76.944,0,4.8,20223006,1975,5,1970,2
1750,1975-05-23,192614,-10.836,-78.733,64,5.3,20223006,1975,5,1970,2
1751,1975-05-25,214342,-17.072,-71.738,33,4.7,20223006,1975,5,1970,3
1752,1975-05-30,21244,-4.176,-80.996,77,5.1,20223006,1975,5,1970,2
1753,1975-06-01,24454,-14.161,-75.61,37,5.1,20223006,1975,6,1970,1
1754,1975-06-03,201804,-6.201,-75.192,35,5.5,20223006,1975,6,1970,2
1755,1975-06-05,33247,-13.666,-76.079,54,5.8,20223006,1975,6,1970,3
1756,1975-06-05,202940,-12.919,-73.291,40,5.3,20223006,1975,6,1970,3
1757,1975-06-06,142108,-4.069,-76.938,118,5.6,20223006,1975,6,1970,0
1758,1975-06-10,163042,-3.769,-80.882,38,5.4,20223006,1975,6,1970,2
1759,1975-06-11,163737,-5.972,-73.364,0,5.0,20223006,1975,6,1970,2
1760,1975-06-15,174628,-15.921,-73.201,113,4.7,20223006,1975,6,1970,3
1761,1975-06-15,175917,-8.518,-74.179,165,5.1,20223006,1975,6,1970,0
1762,1975-06-21,94706,-17.856,-70.565,119,4.9,20223006,1975,6,1970,3
1763,1975-06-29,121659,-9.233,-80.627,47,5.0,20223006,1975,6,1970,2
1764,1975-07-08,191702,-9.502,-79.428,0,5.3,20223006,1975,7,1970,2
1765,1975-07-12,64738,-17.318,-69.318,151,5.8,20223006,1975,7,1970,3
1766,1975-07-17,83954,-3.892,-76.636,113,5.3,20223006,1975,7,1970,0
1767,1975-07-23,165733,-15.547,-75.28,59,5.0,20223006,1975,7,1970,1
1768,1975-08-03,115927,-15.702,-75.025,51,6.1,20223006,1975,8,1970,3
1769,1975-08-03,142344,-15.723,-75.112,56,5.1,20223006,1975,8,1970,3
1770,1975-08-03,174453,-15.68,-75.052,50,5.1,20223006,1975,8,1970,3
1771,1975-08-09,15025,-16.844,-72.611,59,5.3,20223006,1975,8,1970,3
1772,1975-08-10,42020,-9.912,-78.767,98,5.1,20223006,1975,8,1970,2
1773,1975-08-10,52359,-8.49,-79.614,71,5.1,20223006,1975,8,1970,2
1774,1975-08-10,61613,-12.06,-78.34,33,4.7,20223006,1975,8,1970,2
1775,1975-08-11,103920,-11.843,-77.74,74,5.8,20223006,1975,8,1970,0
1776,1975-08-16,5355,-5.419,-76.006,122,5.9,20223006,1975,8,1970,0
1777,1975-08-24,153011,-5.53,-77.19,44,5.4,20223006,1975,8,1970,2
1778,1975-09-06,104636,-10.592,-74.893,150,5.1,20223006,1975,9,1970,0
1779,1975-09-16,4404,-4.366,-80.852,68,5.3,20223006,1975,9,1970,2
1780,1975-09-30,35100,-9.604,-74.6,131,6.0,20223006,1975,9,1970,0
1781,1975-10-09,133416,-12.255,-77.967,22,5.7,20223006,1975,10,1970,2
1782,1975-10-11,162421,-3.938,-80.998,30,5.5,20223006,1975,10,1970,2
1783,1975-10-18,225756,-9.62,-79.795,11,5.3,20223006,1975,10,1970,2
1784,1975-10-23,90058,-15.845,-70.726,199,4.7,20223006,1975,10,1970,3
1785,1975-10-29,61844,-11.039,-78.056,60,5.8,20223006,1975,10,1970,2
1786,1975-10-30,181959,-6.031,-80.73,33,5.1,20223006,1975,10,1970,2
1787,1975-10-31,102048,-18.334,-71.751,41,4.7,20223006,1975,10,1970,3
1788,1975-11-07,31633,-3.81,-77.12,106,5.3,20223006,1975,11,1970,0
1789,1975-11-28,213718,-15.427,-70.678,202,5.1,20223006,1975,11,1970,3
1790,1975-11-29,62659,-5.271,-77.554,50,5.2,20223006,1975,11,1970,2
1791,1975-12-06,102350,-17.043,-72.461,76,5.2,20223006,1975,12,1970,3
1792,1975-12-08,15018,-5.453,-77.551,34,5.3,20223006,1975,12,1970,2
1793,1975-12-11,201709,-11.615,-74.538,97,6.2,20223006,1975,12,1970,3
1794,1975-12-19,225719,-17.534,-70.567,108,5.3,20223006,1975,12,1970,3
1795,1975-12-21,180543,-3.775,-77.322,91,5.6,20223006,1975,12,1970,0
1796,1975-12-27,120801,-10.3,-70.928,637,5.3,20223006,1975,12,1970,4
1797,1975-12-29,151035,-16.662,-74.036,53,5.1,20223006,1975,12,1970,3
1798,1976-01-05,23139,-13.365,-74.908,104,6.2,20223006,1976,1,1970,3
1799,1976-01-06,235427,-18.111,-69.569,118,5.8,20223006,1976,1,1970,3
1800,1976-01-12,61409,-9.481,-75.166,117,5.1,20223006,1976,1,1970,0
1801,1976-01-18,232858,-11.701,-76.675,113,5.2,20223006,1976,1,1970,0
1802,1976-01-20,174418,-15.652,-70.897,195,4.6,20223006,1976,1,1970,3
1803,1976-01-24,33614,-4.098,-81.997,14,5.4,20223006,1976,1,1970,2
1804,1976-01-24,165733,-3.007,-77.692,59,4.7,20223006,1976,1,1970,2
1805,1976-02-01,155822,-7.67,-80.58,42,5.7,20223006,1976,2,1970,2
1806,1976-02-09,93909,-14.934,-73.753,109,5.0,20223006,1976,2,1970,3
1807,1976-02-29,34555,-8.539,-79.47,67,5.3,20223006,1976,2,1970,2
1808,1976-02-29,55907,-9.115,-71.315,603,5.2,20223006,1976,2,1970,4
1809,1976-02-29,180123,-13.302,-74.988,102,5.5,20223006,1976,2,1970,3
1810,1976-03-08,85818,-15.582,-74.487,59,5.4,20223006,1976,3,1970,3
1811,1976-03-08,103850,-8.653,-80.227,68,4.9,20223006,1976,3,1970,2
1812,1976-03-21,91840,-8.447,-79.863,43,5.1,20223006,1976,3,1970,2
1813,1976-03-23,221106,-14.218,-75.665,58,5.3,20223006,1976,3,1970,3
1814,1976-03-25,70843,-9.645,-79.004,83,5.2,20223006,1976,3,1970,2
1815,1976-03-31,222354,-10.473,-75.424,33,5.2,20223006,1976,3,1970,1
1816,1976-04-01,171735,-16.54,-73.496,69,5.3,20223006,1976,4,1970,3
1817,1976-04-15,174809,-14.802,-76.074,39,5.3,20223006,1976,4,1970,3
1818,1976-04-18,105246,-8.457,-74.917,138,5.1,20223006,1976,4,1970,0
1819,1976-04-28,200320,-9.238,-80.387,31,5.0,20223006,1976,4,1970,2
1820,1976-04-29,233020,-9.337,-79.318,82,5.3,20223006,1976,4,1970,2
1821,1976-05-06,130050,-14.725,-72.232,103,5.1,20223006,1976,5,1970,3
1822,1976-05-07,51051,-8.717,-74.669,140,5.6,20223006,1976,5,1970,0
1823,1976-05-10,52537,-14.668,-70.788,100,4.8,20223006,1976,5,1970,3
1824,1976-05-13,35927,-3.618,-80.627,105,4.9,20223006,1976,5,1970,2
1825,1976-05-15,215558,-11.653,-74.409,19,6.6,20223006,1976,5,1970,3
1826,1976-05-15,232817,-11.601,-74.457,23,5.6,20223006,1976,5,1970,3
1827,1976-05-16,14924,-3.859,-76.552,189,4.9,20223006,1976,5,1970,0
1828,1976-05-16,30304,-11.608,-74.43,9,5.1,20223006,1976,5,1970,1
1829,1976-05-18,20217,-17.006,-72.596,65,5.7,20223006,1976,5,1970,3
1830,1976-05-18,31734,-16.431,-72.438,95,5.3,20223006,1976,5,1970,3
1831,1976-05-19,83532,-11.617,-74.388,43,5.0,20223006,1976,5,1970,1
1832,1976-05-22,80159,-18.597,-71.262,51,4.0,20223006,1976,5,1970,1
1833,1976-05-23,163234,-10.559,-78.259,73,6.1,20223006,1976,5,1970,2
1834,1976-05-23,222102,-6.949,-74.083,33,5.1,20223006,1976,5,1970,0
1835,1976-05-28,73003,-15.466,-72.415,126,5.1,20223006,1976,5,1970,3
1836,1976-06-13,220249,-15.249,-75.363,27,5.8,20223006,1976,6,1970,3
1837,1976-06-18,101352,-15.364,-75.456,29,5.8,20223006,1976,6,1970,3
1838,1976-06-18,145855,-15.274,-75.497,31,5.9,20223006,1976,6,1970,3
1839,1976-06-26,141359,-16.839,-69.728,186,5.6,20223006,1976,6,1970,3
1840,1976-07-02,202024,-10.117,-78.564,51,5.2,20223006,1976,7,1970,2
1841,1976-07-08,124620,-5.077,-80.192,93,5.0,20223006,1976,7,1970,2
1842,1976-07-13,92146,-7.443,-73.931,33,5.3,20223006,1976,7,1970,0
1843,1976-07-18,94357,-10.19,-70.989,512,4.9,20223006,1976,7,1970,4
1844,1976-07-23,154239,-16.589,-72.158,94,5.4,20223006,1976,7,1970,3
1845,1976-07-24,54912,-11.923,-76.788,123,5.2,20223006,1976,7,1970,0
1846,1976-07-29,84830,-15.429,-75.753,28,5.2,20223006,1976,7,1970,1
1847,1976-08-05,222001,-15.99,-73.349,94,5.4,20223006,1976,8,1970,3
1848,1976-08-06,143118,-10.48,-79.276,20,5.5,20223006,1976,8,1970,2
1849,1976-08-15,145517,-16.216,-73.546,62,5.5,20223006,1976,8,1970,3
1850,1976-08-16,180509,-4.459,-80.471,99,5.2,20223006,1976,8,1970,2
1851,1976-08-17,60240,-16.026,-72.831,100,5.4,20223006,1976,8,1970,3
1852,1976-08-24,1428,-8.284,-74.442,90,5.1,20223006,1976,8,1970,0
1853,1976-08-28,215038,-10.668,-78.588,33,5.4,20223006,1976,8,1970,2
1854,1976-09-03,175708,-15.322,-73.559,86,5.5,20223006,1976,9,1970,3
1855,1976-09-12,135201,-4.2,-81.83,33,5.0,20223006,1976,9,1970,2
1856,1976-09-14,142718,-15.336,-74.44,99,5.3,20223006,1976,9,1970,3
1857,1976-09-18,72034,-17.619,-69.585,56,5.1,20223006,1976,9,1970,3
1858,1976-09-28,135230,-17.575,-69.311,146,5.3,20223006,1976,9,1970,3
1859,1976-09-28,135345,-14.69,-69.925,338,4.3,20223006,1976,9,1970,3
1860,1976-10-09,211027,-10.865,-79.888,33,5.4,20223006,1976,10,1970,2
1861,1976-10-16,180729,-15.645,-70.244,227,5.1,20223006,1976,10,1970,3
1862,1976-10-17,35839,-9.942,-77.487,33,5.3,20223006,1976,10,1970,2
1863,1976-10-18,183638,-9.276,-79.184,59,5.6,20223006,1976,10,1970,2
1864,1976-10-23,54315,-15.76,-71.821,145,5.3,20223006,1976,10,1970,3
1865,1976-10-25,221905,-17.868,-71.194,22,5.6,20223006,1976,10,1970,3
1866,1976-10-28,95930,-15.025,-73.732,84,5.6,20223006,1976,10,1970,3
1867,1976-11-01,30154,-12.413,-77.815,38,5.5,20223006,1976,11,1970,2
1868,1976-11-03,170912,-16.758,-71.881,94,5.4,20223006,1976,11,1970,3
1869,1976-11-20,223728,-6.467,-81.047,33,5.3,20223006,1976,11,1970,2
1870,1976-12-06,50140,-11.588,-73.992,52,5.0,20223006,1976,12,1970,1
1871,1976-12-15,23324,-15.072,-73.725,95,5.3,20223006,1976,12,1970,3
1872,1976-12-20,165642,-6.851,-77.185,68,5.3,20223006,1976,12,1970,2
1873,1976-12-22,110801,-15.501,-70.544,197,5.0,20223006,1976,12,1970,3
1874,1976-12-26,132258,-16.472,-73.506,67,5.3,20223006,1976,12,1970,3
1875,1976-12-27,62230,-3.854,-80.859,79,5.3,20223006,1976,12,1970,2
1876,1977-01-16,171546,-15.874,-75.5,15,4.7,20223006,1977,1,1970,1
1877,1977-01-19,160927,-14.208,-72.92,98,5.3,20223006,1977,1,1970,3
1878,1977-01-23,91122,-11.67,-74.25,3,5.2,20223006,1977,1,1970,1
1879,1977-01-26,151612,-12.19,-77.932,23,5.4,20223006,1977,1,1970,2
1880,1977-02-01,143758,-8.897,-74.52,151,5.3,20223006,1977,2,1970,0
1881,1977-02-07,211834,-16.674,-73.444,42,5.5,20223006,1977,2,1970,3
1882,1977-02-12,140843,-9.41,-79.818,76,5.1,20223006,1977,2,1970,2
1883,1977-02-13,130933,-12.332,-74.051,55,5.0,20223006,1977,2,1970,1
1884,1977-02-24,71153,-8.594,-74.525,143,5.3,20223006,1977,2,1970,0
1885,1977-03-01,10227,-8.789,-74.615,141,5.0,20223006,1977,3,1970,0
1886,1977-03-04,175022,-12.332,-74.102,37,5.5,20223006,1977,3,1970,3
1887,1977-03-08,130850,-12.322,-74.104,41,5.8,20223006,1977,3,1970,3
1888,1977-03-08,145146,-12.363,-74.134,36,5.4,20223006,1977,3,1970,3
1889,1977-03-08,224607,-12.217,-74.065,19,5.8,20223006,1977,3,1970,3
1890,1977-03-09,72533,-12.242,-74.17,42,5.1,20223006,1977,3,1970,1
1891,1977-03-09,124124,-12.35,-74.183,42,4.9,20223006,1977,3,1970,1
1892,1977-03-13,45444,-17.144,-69.959,143,5.5,20223006,1977,3,1970,3
1893,1977-03-13,153607,-9.779,-79.942,33,5.3,20223006,1977,3,1970,2
1894,1977-03-13,211433,-8.065,-74.353,159,5.4,20223006,1977,3,1970,0
1895,1977-03-15,123838,-12.535,-74.159,50,5.3,20223006,1977,3,1970,3
1896,1977-03-30,185342,-5.321,-78.407,53,5.3,20223006,1977,3,1970,2
1897,1977-04-05,73452,-16.886,-71.187,107,5.1,20223006,1977,4,1970,3
1898,1977-04-07,203112,-15.44,-76.423,31,5.5,20223006,1977,4,1970,3
1899,1977-04-09,40414,-10.055,-71.196,564,6.2,20223006,1977,4,1970,4
1900,1977-04-30,203153,-15.157,-75.752,33,5.6,20223006,1977,4,1970,3
1901,1977-05-01,907,-6.194,-77.07,123,5.3,20223006,1977,5,1970,0
1902,1977-05-02,83120,-15.307,-71.873,128,5.1,20223006,1977,5,1970,3
1903,1977-05-03,224337,-5.929,-75.622,133,5.1,20223006,1977,5,1970,0
1904,1977-05-05,205650,-10.662,-74.129,135,5.2,20223006,1977,5,1970,0
1905,1977-05-06,125240,-15.816,-75.134,23,5.3,20223006,1977,5,1970,3
1906,1977-05-09,175743,-8.423,-77.417,45,5.2,20223006,1977,5,1970,2
1907,1977-05-10,64933,-9.681,-77.886,33,4.9,20223006,1977,5,1970,2
1908,1977-05-10,124534,-10.565,-75.385,63,5.3,20223006,1977,5,1970,0
1909,1977-05-12,182217,-16.118,-74.311,57,5.1,20223006,1977,5,1970,3
1910,1977-05-13,133520,-5.693,-77.004,64,5.3,20223006,1977,5,1970,2
1911,1977-05-21,201115,-3.771,-77.85,106,4.8,20223006,1977,5,1970,0
1912,1977-06-08,14443,-9.142,-79.325,36,5.1,20223006,1977,6,1970,2
1913,1977-06-09,155825,-4.14,-82.548,33,5.2,20223006,1977,6,1970,2
1914,1977-06-13,10203,-5.621,-77.393,40,5.1,20223006,1977,6,1970,2
1915,1977-06-21,153208,-15.866,-75.501,33,5.0,20223006,1977,6,1970,1
1916,1977-07-10,30652,-9.222,-75.779,31,5.3,20223006,1977,7,1970,2
1917,1977-07-19,4831,-8.801,-76.997,105,5.1,20223006,1977,7,1970,0
1918,1977-07-22,204549,-15.703,-70.067,219,5.3,20223006,1977,7,1970,3
1919,1977-07-24,232536,-5.661,-77.311,33,5.2,20223006,1977,7,1970,2
1920,1977-07-25,170508,-11.776,-74.389,68,5.2,20223006,1977,7,1970,3
1921,1977-07-30,52217,-5.539,-77.293,8,5.3,20223006,1977,7,1970,2
1922,1977-08-01,30932,-17.744,-71.839,81,5.2,20223006,1977,8,1970,3
1923,1977-08-07,214208,-18.153,-71.559,79,5.3,20223006,1977,8,1970,3
1924,1977-08-14,113031,-8.276,-80.062,39,5.3,20223006,1977,8,1970,2
1925,1977-08-15,164940,-4.103,-80.904,35,5.3,20223006,1977,8,1970,2
1926,1977-08-19,121556,-17.538,-71.085,82,5.2,20223006,1977,8,1970,3
1927,1977-08-20,185357,-8.666,-74.392,158,5.4,20223006,1977,8,1970,0
1928,1977-08-26,54652,-7.99,-74.484,151,5.0,20223006,1977,8,1970,0
1929,1977-09-08,63621,-17.003,-70.768,106,5.1,20223006,1977,9,1970,3
1930,1977-09-10,43907,-14.218,-75.973,49,5.3,20223006,1977,9,1970,3
1931,1977-09-12,52955,-16.235,-75.198,52,5.2,20223006,1977,9,1970,3
1932,1977-09-16,907,-16.358,-75.137,52,5.2,20223006,1977,9,1970,3
1933,1977-09-20,171751,-4.335,-80.926,77,5.1,20223006,1977,9,1970,2
1934,1977-09-24,924,-18.524,-71.343,31,5.2,20223006,1977,9,1970,3
1935,1977-09-28,10154,-5.617,-77.144,71,5.1,20223006,1977,9,1970,2
1936,1977-09-28,222933,-10.856,-75.605,110,4.9,20223006,1977,9,1970,0
1937,1977-10-02,184638,-9.068,-79.169,53,5.6,20223006,1977,10,1970,2
1938,1977-10-08,30352,-9.644,-74.658,128,5.8,20223006,1977,10,1970,0
1939,1977-10-13,231629,-12.298,-77.94,31,5.5,20223006,1977,10,1970,2
1940,1977-10-20,100004,-8.254,-80.468,30,5.5,20223006,1977,10,1970,2
1941,1977-10-26,72443,-16.882,-72.534,54,5.5,20223006,1977,10,1970,3
1942,1977-11-02,144759,-10.046,-74.747,47,5.8,20223006,1977,11,1970,3
1943,1977-11-08,40024,-15.837,-69.51,264,4.8,20223006,1977,11,1970,3
1944,1977-11-13,84224,-9.39,-75.698,47,5.6,20223006,1977,11,1970,0
1945,1977-11-24,164220,-15.303,-71.166,190,5.1,20223006,1977,11,1970,3
1946,1977-11-27,35839,-18.168,-69.536,133,5.4,20223006,1977,11,1970,3
1947,1977-12-01,74925,-14.086,-76.98,33,5.1,20223006,1977,12,1970,1
1948,1977-12-05,43828,-11.493,-74.191,33,4.9,20223006,1977,12,1970,1
1949,1977-12-31,75317,-15.421,-71.713,51,6.1,20223006,1977,12,1970,3
1950,1978-01-03,75247,-17.239,-71.955,66,5.4,20223006,1978,1,1970,3
1951,1978-01-18,53359,-8.766,-74.307,164,5.3,20223006,1978,1,1970,0
1952,1978-01-21,132937,-12.857,-71.3,15,5.5,20223006,1978,1,1970,3
1953,1978-01-22,164802,-11.711,-77.789,50,5.4,20223006,1978,1,1970,2
1954,1978-01-22,211944,-16.275,-73.743,46,5.7,20223006,1978,1,1970,3
1955,1978-01-30,70349,-10.65,-79.987,33,5.6,20223006,1978,1,1970,2
1956,1978-02-02,61503,-8.827,-75.981,43,5.0,20223006,1978,2,1970,2
1957,1978-02-05,15224,-17.905,-69.799,136,5.6,20223006,1978,2,1970,3
1958,1978-02-11,81519,-9.837,-75.068,65,5.4,20223006,1978,2,1970,0
1959,1978-02-15,150542,-9.635,-78.05,61,5.6,20223006,1978,2,1970,2
1960,1978-02-28,65133,-17.014,-70.266,51,5.4,20223006,1978,2,1970,3
1961,1978-03-06,72559,-10.319,-75.542,26,5.2,20223006,1978,3,1970,1
1962,1978-03-10,234138,-13.343,-76.611,54,5.5,20223006,1978,3,1970,3
